platform,signal,probe,status,finding,gap,risk,doc_quality,evidence
GCP,org_maturity,Sovereignty levers: Access Transparency / Access Approval (default-on?) and Assured Workloads,partial,"Google offers strong sovereignty tooling: Access Transparency (logs of Google-personnel access to customer content, with justifications), Access Approval (explicit customer consent before Google admin access), Assured Workloads control packages (Regional, EU, ITAR/US-only, plus EU Data Boundary with Access Justifications and Signed Access Approval via Cloud EKM), and sovereign-cloud partnerships (T-Systems in Germany, S3NS in France). However, Access Transparency — while Google now positions it as a default security control for every Cloud organization — still requires an explicit enablement action and a qualifying paid support tier (Standard/Enhanced/Premium); Access Approval and Assured Workloads are likewise opt-in and may carry support-tier/cost prerequisites.","The single most material default-posture footgun in this signal: visibility into Google's own access to customer IP is OFF until a customer explicitly turns on Access Transparency (and pays for a qualifying support tier). A multi-team org assuming it has insight into provider access by default does not. Assured Workloads also constrains available regions/services, so enabling sovereignty controls can remove access to some IP-bearing services.",Proprietary IP can be accessed by Google personnel (for support/operations) with NO customer-visible log until Access Transparency is deliberately enabled; sovereignty assurances the customer believes are in force may be unconfigured.,Documented but Misleading,"Access Transparency (not enabled by default, support tier required): https://docs.cloud.google.com/assured-workloads/access-transparency/docs/enable ; Assured Workloads overview: https://docs.cloud.google.com/assured-workloads/docs/overview ; sovereign controls: https://cloud.google.com/blog/products/identity-security/new-sovereign-controls-for-gcp-via-assured-workloads"
GCP,org_maturity,"Incorporation, jurisdiction, CLOUD Act exposure, and government data requests",present,"The Google Cloud contracting entity is Google LLC (a Delaware-organized company, US law) — for EU customers, Google Cloud EMEA / Google Ireland may contract — a subsidiary of Alphabet Inc. (NASDAQ: GOOGL/GOOG). As a US-jurisdiction provider, Google is subject to the CLOUD Act: US legal process can compel data under Google's possession/custody/control regardless of physical storage location. Google publishes a Transparency Report on government/law-enforcement requests for enterprise/cloud customer data and a whitepaper on how it handles such requests (reviews, narrows, objects where possible).",Not a control gap but a structural fact the reader must price in: US CLOUD Act reach applies to a US-jurisdiction provider regardless of region selection. Region/residency choices and EU Data Boundary reduce but do not eliminate US-jurisdiction exposure; the strongest available mitigation (customer-held keys via Cloud EKM + Signed Access Approval in Assured Workloads EU) is opt-in and feature-restricting.,Proprietary IP stored in any region can in principle be subject to US legal process; data-residency settings alone do not place IP beyond US jurisdiction without the layered EKM/Access-Approval sovereign controls.,Documented,CLOUD Act/jurisdiction & request handling: https://policies.google.com/terms/information-requests ; government requests for cloud customer data whitepaper: https://services.google.com/fh/files/misc/government_requests_for_cloud_customer_data_google.pdf ; Transparency Report: https://transparencyreport.google.com/user-data/enterprise
GCP,org_maturity,Financial stability of the operating entity,present,"Alphabet Inc. (parent of Google LLC) is among the most financially robust cloud operators: Q1 2026 revenue $109.9B, net income $62.6B (incl. one-time equity gain), operating cash flow $45.8B, ~$213.8B current assets, with 2026 capex guidance raised to $180-190B reflecting heavy AI/cloud investment; Google Cloud segment revenue grew ~63% YoY. Long-term debt rose to ~$77.5B but remains modest against cash flow.","No going-concern or vendor-viability concern for the platform itself. Residual risk is strategic, not financial: heavy AI capex and ongoing antitrust/regulatory pressure on Alphabet could influence product roadmap and pricing, and Google's documented history of deprecating services means service-longevity (not solvency) is the real durability question for IP-bearing workloads.",Vendor solvency is not a meaningful risk; the durability risk is service deprecation/roadmap change rather than the company's ability to operate the platform.,Documented,Alphabet Q1 2026 results (SEC 8-K): https://www.sec.gov/Archives/edgar/data/0001652044/000165204426000043/googexhibit991q12026.htm ; earnings release: https://s206.q4cdn.com/479360582/files/doc_financials/2026/q1/2026q1-alphabet-earnings-release.pdf
GCP,org_maturity,"Assured Workloads as a residency + personnel-isolation substrate: the service-availability tradeoff (which IP/AI-bearing services you lose inside a compliance boundary) and the exact, regime-specific personnel-access guarantees",partial,"Assured Workloads applies control packages at the FOLDER level of the Org->Folder->Project hierarchy, enforcing residency, personnel, and encryption controls via organization policy constraints. It is opt-in (you must create an Assured Workloads folder; nothing is on by default). Two findings dominate. (1) The service-availability tradeoff is REGIME-SPECIFIC, not uniform: each control package has its own supported-products table, and 'If a service is not listed for a given control package, that service is unsupported and has not met all regional, regulatory, or sovereign controls required for the control package.' Critically for an IP/AI org, ITAR does NOT list Vertex AI generative models at all - so an ITAR folder forecloses frontier Gemini/Claude inference. By contrast, IL4, IL5, FedRAMP Moderate/High, and the EU Data Boundary packages DO list 'Generative AI on Vertex AI' (aiplatform.googleapis.com) as supported with restrictions/limitations listed as 'None.' Enforcement is real: the gcp.restrictServiceUsage org policy restricts runtime access to supported products only, gcp.resourceLocations pins regions (e.g. IL5 = us, us-central1...us-west4 only), and gcp.restrictNonCmekServices forces CMEK. (2) Personnel-access guarantees are narrower than 'Google personnel cannot access your data' marketing implies. The concrete, package-level guarantee is support-case ROUTING: IL4/IL5 = 'support cases are routed to US Persons located in the US'; EU Data Boundary and Support = 'routed to EU personnel located in the EU'; FedRAMP High requires support personnel/subprocessors located in the US with enhanced background checks. Broader operator-access restriction is delivered by SEPARATE opt-in controls bundled in 'and Support'/Sovereign variants - Access Approval and Key Access Justifications - not by the residency boundary itself, and the EU package's own docs warn it 'doesn't provide data residency controls for in-use data and in-transit data' and that features like Guest environment scripts / VM Manager OS policies can access unencrypted data.","Versus well-architected best practice, the load-bearing detail is buried in per-package supported-products tables rather than surfaced as a single decision matrix, so a residency/IP-sensitive org cannot tell from the top-level 'Assured Workloads = present' framing that (a) choosing ITAR silently removes Vertex AI generative models - the most IP-relevant service - while IL4/IL5/FedRAMP/EU retain them, and (b) the headline 'restricted Google personnel access' resolves, at the package level, to support-case routing by citizenship/location plus opt-in Access Approval / Key Access Justifications, NOT a default blanket bar on Google operator access. The control is also folder-scoped and opt-in: existing projects holding source code or model weights are not protected unless explicitly placed in (or migrated into) an Assured Workloads folder, and migration of an existing project into the boundary is constrained.","A multi-team IP org that reaches for Assured Workloads expecting both data residency AND strong personnel isolation can pick the wrong package and either (i) lose access to the exact AI/IP services it needs (ITAR folder = no Vertex AI generative models, forcing a re-architecture or a fallback to FedRAMP/IL packages), or (ii) over-trust the personnel guarantee, assuming Google operators are categorically locked out of model weights/source when the package alone only guarantees support-case routing - true operator-access denial requires also enabling Access Approval/Key Access Justifications and avoiding features (Guest environment, VM Manager OS policies) that can touch unencrypted data. Either misread is discoverable only by reading multiple per-package tables.",Documented but Misleading,"https://docs.cloud.google.com/assured-workloads/docs/supported-products (states unlisted services are unsupported/non-compliant; ITAR table omits Vertex AI generative models). IL5 personnel + policies: https://docs.cloud.google.com/assured-workloads/docs/control-packages/il5 ('support cases are routed to US Persons located in the US'; gcp.resourceLocations US-only; gcp.restrictServiceUsage; gcp.restrictNonCmekServices). IL4: https://docs.cloud.google.com/assured-workloads/docs/control-packages/il4 (Generative AI on Vertex AI supported, restrictions 'None'; support routed to US Persons). EU Data Boundary supports Gen AI on Vertex AI with no restrictions: https://docs.cloud.google.com/assured-workloads/docs/control-packages/eu-data-boundary . EU + Support personnel/Access Approval/KAJ limits: https://docs.cloud.google.com/assured-workloads/docs/control-packages/eu-data-boundary-support . Overview (folder-level constraints, personnel controls, package variation): https://docs.cloud.google.com/assured-workloads/docs/overview"
GCP,transparency,Shared responsibility model: does GCP explicitly state what is NOT its security boundary and that responsibility varies by service type?,present,"The Architecture Framework documents responsibility split honestly and by service tier. For IaaS (Compute Engine, Cloud Storage, Persistent Disk) it states 'the bulk of the security responsibilities are yours'; for PaaS (GKE, BigQuery) you 'share responsibility...for application-level controls and IAM management'; for FaaS/serverless (Cloud Run) the split shifts further to Google for infrastructure but you 'remain responsible for your access controls.' Google also openly augments this with a 'shared fate' framing, explicitly arguing the bare shared-responsibility model 'stops short of helping cloud customers achieve better security outcomes,' and acknowledges that most breaches stem from customer misconfiguration. This is a candid, well-architected statement of the boundary.","The framing is positive (who owns what) rather than a crisp negative statement of 'this is NOT a boundary.' For a multi-team org mixing IaaS GPU VMs, GKE, and Cloud Run under one Organization, the responsibility boundary silently shifts per service, and the doc does not give a per-project enforcement checklist; teams must infer their share from prose. 'Shared fate' deliverables (blueprints, landing zones) are guidance, not enforced defaults.","A team spinning up an A3 GPU instance inherits near-total config responsibility (firewall, IAM, OS patching, disk encryption keys) while assuming the platform's 'secure by default' reputation covers more than it does. The boundary shift between Cloud Run and Compute Engine is easy to miss across many projects.",Documented,"https://docs.cloud.google.com/architecture/framework/security/shared-responsibility-shared-fate -- 'For IaaS...the bulk of the security responsibilities are yours, and our responsibilities are focused on the underlying infrastructure and physical security.' and 'Google believes that the shared responsibility model stops short of helping cloud customers achieve better security outcomes. Instead...we believe in shared fate.'"
GCP,transparency,"Access Transparency: does Google log its OWN staff access to customer content, and is it default-on?",present,"Access Transparency logs the actions Google personnel take when accessing Customer Data, recording justification (e.g. a support ticket reference) and is distinct from Cloud Audit Logs (which record customer actions). Critically, it is enabled by default: 'Access Transparency is a default security control for every Google Cloud organization.' Coverage spans 80+ services including Compute Engine, Cloud Storage, Cloud KMS, IAM, GKE, and Vertex AI. This is a genuine transparency differentiator that few providers match by default.","Default-on is the headline, but the value depends on the org actually ingesting and alerting on these logs (they land in Cloud Logging and must be routed/monitored). Coverage is service-by-service with GA vs Preview tiers, so newer AI services may be Preview or absent. The control logs access but, by itself, does not block it (that requires the opt-in Access Approval).","A multi-team org holding proprietary IP gets visibility into Google-staff access by default, but without a log sink and alerting policy the logs sit unwatched. Reliance on the 'default-on' label can create false comfort if no one is reading the logs.",Documented,https://docs.cloud.google.com/assured-workloads/access-transparency/docs/enable -- 'Access Transparency is a default security control for every Google Cloud organization.'; coverage at https://docs.cloud.google.com/assured-workloads/access-transparency/docs/supported-services
GCP,transparency,Access Transparency exclusions: is Google honest about what staff access is NOT logged?,present,"Google publishes an explicit exclusions page listing five categories of personnel access that are intentionally NOT captured: (1) access Google is 'legally prohibited' from notifying you about; (2) access you authorized via IAM (logged in Cloud Audit Logs instead); (3) access not targeting Customer Data (e.g. aggregate queries across multiple customers); (4) access to public resource identifiers (project IDs, bucket/VM names); and (5) access originating from 'Google's standard automated systems and code' that passed code-authorization and security reviews. This is an honest, enumerated boundary rather than a marketing claim of total coverage.","The 'standard automated systems and code' exclusion is broad and undefined from the customer's vantage point: automated pipelines that touch Customer Data without a human are not surfaced. The 'legally prohibited' exclusion means national-security/legal-process access is invisible. Neither exclusion is quantified, so a customer cannot size how much access falls outside the log.","For an org with sensitive model weights and source code, the 'automated systems' and 'legally prohibited' carve-outs are the exact scenarios of highest concern, and they are precisely what Access Transparency does not show. The transparency tool's honesty is real, but the residual blind spot is structurally invisible.",Documented,https://docs.cloud.google.com/assured-workloads/access-transparency/docs/exclusions -- exclusions include access where 'Google is legally prohibited from notifying you' and access that 'originates from Google's standard automated systems and code.'
GCP,transparency,Access Approval (require approval before Google staff access): default state and break-glass behavior,partial,"Access Approval lets a customer require explicit approval before Google personnel access Customer Data, a strong control. But it is opt-in: it (and its dependency Access Transparency) must be enabled, then services individually or wholesale enrolled. Crucially, Google documents an honest carve-out: 'the approval request may be automatically approved without the customer's action to address time-sensitive outages,' logged in an 'auto approved' state (auto-approval is disabled for Sovereign Controls workloads). The docs also warn enabling it increases Customer Care response time by the duration spent awaiting approval.","Two footguns: (1) it is opt-in, so the default posture is 'Google can access without your approval'; and (2) even when enabled, the time-sensitive-outage auto-approval path means the gate is not absolute for general (non-Sovereign-Controls) customers. The auto-approval is logged but not blockable, so 'require my approval' is weaker than the term implies outside Sovereign Controls.",An org that enables Access Approval believing it has a hard gate on Google access to model weights/IP may find an outage triggered an auto-approved access it never sanctioned. Getting a true hard gate requires Sovereign Controls / Assured Workloads tiers (additional cost and Enhanced/Premium support).,Documented but Misleading,https://docs.cloud.google.com/assured-workloads/access-approval/docs/overview -- 'the approval request may be automatically approved without the customer's action to address time-sensitive outages.' and that the dependency Access Transparency must first be enabled.
GCP,transparency,Access Transparency coverage for AI/GPU workloads (Vertex AI): are the gaps disclosed?,partial,"Vertex AI is in scope for Access Transparency for most surfaces (training, online/batch inference, Feature Store, Model Monitoring, Pipelines), and Google documents the exclusions in a dedicated Limitations section. But the excluded scenarios are exactly the ones a serious AI shop uses: 'Using custom containers to serve online inference or batch inference requests from custom-trained models,' Vertex Explainable AI with custom containers, AutoML forecasting resources, Vertex AI Vector Search 2.0, RAG Engine, and Vizier. So custom-container inference/serving of your own models is a documented blind spot.","An org running proprietary model weights almost always uses custom containers for serving and explainability, which is precisely where Google-staff access is NOT logged. The exclusion is documented but buried in a Limitations subsection, easy to miss when the headline reads 'Access Transparency supports Vertex AI.'",The org's highest-value asset (custom-trained model weights served via custom containers) sits in the one Vertex AI configuration where Google-personnel access lacks transparency logs. The reputation of 'AT covers Vertex AI' overstates protection for the realistic deployment.,Documented but Misleading,https://docs.cloud.google.com/vertex-ai/docs/general/access-transparency -- excludes 'Using custom containers to serve online inference or batch inference requests from custom-trained models' and 'Using Vertex Explainable AI with custom containers.'
GCP,transparency,Basic roles (Owner/Editor/Viewer) over-permissioning: does Google document the footgun honestly?,present,"Google is forthright. The Roles overview states 'In production environments, do not grant basic roles unless there is no alternative,' explains that 'Basic roles include thousands of permissions across all Google Cloud services,' and steers users to predefined or custom least-privilege roles. This is a credit-worthy, explicit warning against the platform's own legacy default rather than glossing over it.","The honesty is in the docs, not the defaults: basic roles remain easy to grant in the console (and the Editor role is still auto-granted to the default service account / common in quickstarts), so the warning is opt-in reading while the footgun is one click away. The warning lives in reference docs, not as an inline console nudge at grant time.","Across many lightweight projects in one Organization, it is trivial for a team to grant Editor/Owner for convenience, accumulating cross-service privilege (delete Firestore, overwrite BigQuery, exfiltrate Cloud Storage) far beyond intent. The doc warns, but nothing default-blocks it.",Documented,"https://docs.cloud.google.com/iam/docs/roles-overview -- 'In production environments, do not grant basic roles unless there is no alternative. Instead, grant the most limited predefined roles or custom roles that meet your needs.'"
GCP,transparency,"Do IAM Conditions ('scoped' access) deliver, or does support vary silently by service?",partial,"IAM Conditions exist but their reach is uneven and the failure modes are quiet. The overview admits 'Only some resource types accept conditions in role bindings.' More dangerously, the attribute-reference docs warn that if a condition uses an attribute not available for a given resource, 'that part of the condition is never interpreted as granting access' (silent never-grant), and that Cloud Storage API attributes in a conditional binding cause 'Cloud Storage methods [to] work incorrectly and fail unexpectedly.' Cloud Storage conditions also require uniform bucket-level access to be enabled first. Conditional bindings also never override an unconditional binding of the same role.","'Scoped' IAM reads as universal but is service-conditional. The silent-never-grant behavior and the Cloud Storage attribute trap mean an engineer can write a least-privilege condition that either does nothing (over-grant via fallback) or breaks the API (mis-scope), with no upfront error. The real per-service support matrix lives on a separate 'resource types that accept conditional role bindings' page that must be consulted manually.","A team trying to write genuine least privilege on Cloud Storage holding proprietary IP may produce a binding that silently fails open or breaks reads, undermining the whole point of conditions. Ergonomically, least privilege is hard to write correctly and the failure is invisible.",Documented but Misleading,https://docs.cloud.google.com/iam/docs/conditions-overview (states only some resource types accept conditions; conditional bindings don't override unconditional ones); https://cloud.google.com/iam/docs/conditions-resource-attributes ('API attributes for Cloud Storage are supported only in Credential Access Boundaries...Cloud Storage methods will work incorrectly and fail unexpectedly.')
GCP,transparency,Marketing vs reality: 'BeyondProd' / 'zero trust' / 'secure by design' -- does the term imply more than the customer gets by default?,misleading,"BeyondProd is a descriptive whitepaper of how GOOGLE secures its OWN internal microservices ('how Google implements security in our infrastructure', 'protect the microservices that we run in our environment'). It is explicitly not a customer-deployable control set; the 'What's next' section points customers to adopt similar principles via external frameworks like SLSA rather than enabling BeyondProd. Google is honest within the document about this scope and dates it (May 2024, with a status-quo disclaimer), but the brand term circulates as if it were a feature a customer's workloads inherit.","'BeyondProd / zero trust' as a marketing banner implies the customer's GKE/Cloud Run workloads are automatically protected by service-identity, code-provenance, and mutual-auth controls. In reality the customer must independently assemble the analogues (Binary Authorization, Workload Identity, service mesh mTLS, Cloud Armor) — none of which is default-on. The whitepaper is the honest part; the brand association is what oversells.","Leadership may assume 'we're on Google, so we get BeyondProd zero trust' and under-invest in the customer-side controls (image signing, workload identity, mesh mTLS) that actually deliver it for the org's own services. The platform's internal posture is not the org's posture.",Documented but Misleading,https://docs.cloud.google.com/docs/security/beyondprod -- 'This document describes how Google implements security in our infrastructure using a cloud-native architecture called BeyondProd' and 'BeyondProd helps protect the microservices that we run in our environment.'
GCP,transparency,API permission-denied error messages: informative without leaking resource existence?,present,"Google strikes a deliberate balance documented in a dedicated page. Errors name the exact missing permission (e.g. 'EMAIL_ADDRESS does not have storage.buckets.list access to the Google Cloud project'), which is excellent ergonomics for writing least privilege. Yet for cases where naming the resource would leak its existence, the message reads 'Permission ""storage.buckets.list"" denied on resource (or it may not exist)' — intentionally blurring permission-denied vs resource-absent. The console additionally lists the specific permissions needed. This is well-architected: actionable for the authorized, non-leaky toward the unauthorized.","Minor: behavior is inconsistent across services/surfaces — some errors name the permission and resource plainly while others use the ambiguous form, so an engineer cannot rely on a single predictable shape. The 'permissions you need' console hint is not uniformly present in raw API/CLI output.","Low. The main effect is debugging friction (figuring out which of several missing permissions caused a multi-permission operation to fail), not a leakage or over-grant risk. On balance this is a transparency strength.",Documented,https://docs.cloud.google.com/iam/docs/permission-error-messages -- example 'EMAIL_ADDRESS does not have storage.buckets.list access...' and the deliberately ambiguous 'Permission ... denied on resource (or it may not exist).'
GCP,transparency,Public roadmap for security features: can a customer plan against committed future controls?,absent,"Google publishes thorough, per-product release notes (Security Command Center, Cloud Armor, IAM, Google Security Operations, plus a unified, BigQuery-queryable, RSS-subscribable release-notes feed) documenting what has shipped. But there is no public forward-looking security roadmap of committed, dated future capabilities. Planning depends on tracking release notes after the fact, the blog, and (for committed dates) NDA/account-team conversations.","For a multi-team org standardizing security controls across many projects, the absence of a public roadmap means it cannot architect against announced-but-unshipped controls (e.g. upcoming IAM Conditions service coverage, new Access Approval-supported services, deprecations) without an account team. Preview-stage features carry no SLA or deprecation guarantee, so building on them is a planning hazard.","Teams either build on Preview features that can change in backward-incompatible ways, or get surprised by deprecations announced only in release notes. Security architecture decisions across the Organization rest on retrospective signals rather than committed forward dates.",Discoverable,"https://docs.cloud.google.com/release-notes -- centralized, filterable, BigQuery-exportable release notes for shipped changes; no public forward roadmap is published (Security Command Center notes at https://cloud.google.com/security-command-center/docs/release-notes are likewise retrospective)."
GCP,transparency,"Access Approval default state (opt-in, per-service) and break-glass auto-approval: whether 'require Google approval before staff access' is a hard guarantee or a soft default that Google can bypass for outages/incidents",partial,"Access Approval is NOT enabled by default — it must be explicitly enabled at the org/folder/project level and services must be enrolled (the enrollment UI offers 'all supported services incl. Preview', 'GA-only', or hand-picked services). Crucially, even when enabled, Google reserves a documented break-glass exception: 'the approval request may be automatically approved without the customer's action to address time-sensitive outages.' The announcement blog states the approval requirement applies 'unless those accesses are required by law or necessary to resolve a current outage or security incident.' So 'require approval before Google accesses your data' is a soft default, not a hard guarantee: during an active outage or security incident (or legal compulsion) Google staff can access Customer Data without the customer's prior approval. The mitigations: such accesses ARE logged — auto-approved requests are recorded in an 'auto approved' state and are still surfaced in Access Transparency logs (with accessor, resource, action, time, and a justification reason code). Auto-approval is NOT time-bounded in the docs (no documented expiry/duration on the bypass). The only documented way to remove the bypass entirely is to deploy under Assured Workloads Sovereign Controls or Sovereign Controls by Partners, for which 'auto-approval is automatically disabled' — i.e. a hard no-bypass guarantee requires a separate (regulated, region-restricted, higher-friction) product tier, not standard Access Approval. A newer 'audit-only' mode further weakens the default-deny posture: it runs Access Approval in an on-demand/reactive model where access is monitored but not blocked, and approval is only required after a finding is revoked.","Versus well-architected best practice for a multi-team org holding proprietary IP, three weaknesses: (1) Opt-in default-off means a new project under the Organization has NO approval gate on Google-staff access unless an admin explicitly enabled and enrolled it org-wide — easy to forget per-project/per-service, and there is no documented default that auto-enrolls new projects in the hierarchy unless an org-level config was pre-set. (2) The outage/incident/legal break-glass is self-asserted by Google, not customer-gated, and carries no documented time-bound or per-event scope limit on the bypass, so 'approval required' is not a hard guarantee for the exact high-stress moments (incidents) when staff access to IP is most consequential. (3) A true no-bypass guarantee is only reachable via Sovereign Controls/Assured Workloads, a regulated higher-tier product, not via plain Access Approval — the standard control implies more guarantee than it delivers.","For the org's proprietary IP (source code, model weights, internal docs), Google personnel can read Customer Data without prior customer approval during any Google-declared outage or security incident, with no documented time limit on that bypass. The control reduces — but does not eliminate — the provider-insider/legal-compulsion exposure, and only the after-the-fact Access Transparency log (which must itself be enabled and actively monitored) provides accountability for those bypassed accesses.",Documented but Misleading,https://docs.cloud.google.com/assured-workloads/access-approval/docs/overview — 'Access Approval is not enabled by default'; enrollment options incl. default 'Automatically enable…for all supported services'; 'the approval request may be automatically approved without the customer's action to address time-sensitive outages' and 'logged in an auto approved state'; 'Auto-approval is automatically disabled for all workloads deployed with Assured Workloads Sovereign Controls or Sovereign Controls by Partners.' Break-glass legal/outage/incident carve-out: https://cloud.google.com/blog/products/identity-security/introducing-access-approval-and-new-access-transparency-services-gain-more-meaningful-oversight-of-your-cloud-provider ('unless those accesses are required by law or necessary to resolve a current outage or security incident'). Audit-only/reactive mode: https://cloud.google.com/blog/products/identity-security/introducing-audit-only-mode-for-access-transparency
GCP,transparency,"Access Approval / Access Transparency coverage gaps for Vertex AI and AI/GPU services, and the structural exclusions that bound what 'require approval' can actually cover",partial,"Access Approval supports the relevant services at GA — Vertex AI, Compute Engine, GKE, Cloud Storage, and Cloud Run are all listed as GA on the supported-services page. However, coverage is NOT complete in two ways that matter for AI/GPU IP. First, Vertex AI carries a documented limitations footnote: Access Transparency (and therefore Access Approval) does NOT log Google access to data when using custom containers to serve online/batch inference from custom-trained models, when using Vertex Explainable AI with custom containers, or for AutoML forecasting resources; for Vertex AI Search, access to data is not logged for multi-region data stores using 'global' options, and preview-feature/search-analytics data is excluded. Security controls including Access Transparency are not supported for preview Generative AI models. Second, Access Approval inherits Access Transparency's structural exclusions — no log/approval is generated when: Google is legally prohibited from notifying you; access is via IAM you granted (shows in Cloud Audit Logs instead); the access doesn't target Customer Data; access is only to public resource identifiers (project IDs, bucket/VM/cluster names, BigQuery resource IDs); or 'the access originates from Google's standard automated systems and code' validated by code authorization. The automated-systems exclusion is broad and uncapped: a large class of programmatic Google access is categorically outside the approval gate.","For an org running its own models on Vertex AI / GPU compute, the exact surfaces where proprietary model weights and training data live (custom-trained model serving via custom containers, Explainable AI with custom containers) are documented blind spots: Google access there is neither logged by Access Transparency nor gated by Access Approval. The 'standard automated systems / code authorization' exclusion further means a broad category of Google-internal programmatic access never reaches the approval workflow at all — code-review-based authorization substitutes for customer approval, which is a control the customer cannot inspect or veto. So 'Vertex AI is GA-supported for Access Approval' overstates coverage relative to where the sensitive IP actually resides.","Model weights/training data served via custom containers, and any Google access classified as 'automated/code-authorized', can be accessed without an Access Approval prompt and may not appear in Access Transparency logs at all — the very assets (proprietary models) and access patterns most relevant to the IP threat model sit partly outside the control's coverage, and the gap is only findable by chasing a footnote off the supported-services table.",Documented but Misleading,"Supported services (GA rows + Vertex AI limitations footnote): https://docs.cloud.google.com/assured-workloads/access-approval/docs/supported-services. Vertex AI logging limitations (custom containers, Explainable AI, AutoML forecasting): https://docs.cloud.google.com/vertex-ai/docs/general/access-transparency. Access Transparency exclusions inherited by Access Approval (legal, IAM-granted, non-Customer-Data, public identifiers, automated systems/code authorization): https://docs.cloud.google.com/assured-workloads/access-transparency/docs/exclusions. Vertex AI Search global multi-region / preview exclusions: https://docs.cloud.google.com/generative-ai-app-builder/docs/access-transparency"
GCP,cross_cutting:network_architecture,"VPC Service Controls: data-exfiltration perimeter (default-on vs opt-in, service coverage for IP-holding services)",present,"VPC Service Controls (VPC-SC) is GCP's marquee anti-exfiltration control: a service perimeter around projects that blocks API access to restricted services from outside the perimeter even when the caller presents valid OAuth/service-account credentials. It is genuinely strong and explicitly designed for the 'stolen credentials / malicious insider' threat. Coverage is broad and GA for exactly the services that hold this org's IP: Cloud Storage, BigQuery (plus Storage/Reservation/Connection APIs), Vertex AI, Artifact Registry, Compute Engine (including restricting persistent-disk snapshots and custom images to the perimeter), and Cloud Run are all supported and protectable. It is included at no additional charge. CRITICAL caveat for this context: it is OPT-IN and default-OFF. A new Google Cloud Organization has no access policy and no perimeter; until an org admin explicitly creates an access policy and a service perimeter, credentials stolen from any project can read Cloud Storage/BigQuery/Vertex AI data from anywhere on the internet.","VPC-SC is the single most important anti-exfil control for a multi-team org holding proprietary IP, yet it is entirely opt-in and is NOT part of GCP's secure-by-default org baseline. There is no automatic perimeter around an Organization's projects; the IP-holding services (GCS, BigQuery, Vertex AI, Artifact Registry) are exfiltratable with valid credentials until an admin manually designs and enforces perimeters. Out of the box the control provides zero protection.","Stolen service-account credentials or a malicious insider can copy model weights, source artifacts in Artifact Registry, or training data from Cloud Storage/BigQuery to an attacker-controlled project/network, and nothing stops it unless a perimeter was proactively built and enforced.",Documented,https://docs.cloud.google.com/vpc-service-controls/docs/overview — 'helps to minimize unwarranted data exfiltration risks'; mitigates 'data exfiltration presented by clients using stolen OAuth or service account credentials.' Supported products (all GA): https://docs.cloud.google.com/vpc-service-controls/docs/supported-products . No charge: https://cloud.google.com/vpc-service-controls/pricing
GCP,cross_cutting:network_architecture,"VPC-SC ergonomics: dry-run vs enforced workflow, ingress/egress rules, configuration complexity",partial,"VPC-SC supports a dry-run mode that logs (but does not block) requests violating a proposed perimeter, letting teams measure blast radius before enforcing — a genuinely good safety feature; dry-run violations are auditable via the metadata.dryRun=True field in audit logs, and the documented workflow is dry-run, analyze denials, then enforce. Cross-perimeter and cross-project access requires explicit ingress/egress rules and access levels (context-aware: identity type, identity, device, network origin). However, ergonomics are a known pain point: any single request touching resources in two different perimeters fails with RESOURCES_NOT_IN_SAME_SERVICE_PERIMETER, requiring carefully paired egress policy on one side and ingress policy on the other. Many first-party services (Container/Artifact Registry, Vertex AI, Security Command Center) have service-specific perimeter quirks documented in dedicated troubleshooting pages.",The control is powerful but operationally heavy: correct least-privilege configuration across many projects/perimeters demands paired ingress/egress rules and per-service exceptions. Misconfiguration tends to fail-closed (breaks legitimate workflows) which pressures teams toward overly broad egress rules or abandoning enforcement — eroding the anti-exfil value. Whole categories of GCP docs exist solely to debug perimeter breakage.,"For a multi-team org with shared services (e.g. a central Artifact Registry, cross-project Vertex AI pipelines), getting perimeters right is hard; teams may grant broad egress exceptions that quietly reopen the exfiltration path the perimeter was meant to close.",Documented,Dry-run: https://docs.cloud.google.com/vpc-service-controls/docs/dry-run-mode . Cross-perimeter error and remediation: https://cloud.google.com/vpc-service-controls/docs/troubleshoot-services-within-perimeter . Service-specific troubleshooting: https://cloud.google.com/vpc-service-controls/docs/troubleshooting
