platform,signal,probe,claim,verdict,correction,evidence,reconciled
GCP,transparency,"Is Access Transparency genuinely 'enabled by default' / 'a default security control for every Google Cloud organization' as the draft quotes, or is it an opt-in/manual-enablement control?",Access Transparency is enabled by default: 'Access Transparency is a default security control for every Google Cloud organization.',confirmed,"Confirmed faithful to current docs. The exact sentence 'Access Transparency is a default security control for every Google Cloud organization' appears on the current Enable page, under the 'Requirements for enabling Access Transparency' heading. Nuance worth a footnote but NOT a correction: in practice an org must have a paid support tier (Standard/Enhanced/Premium per CIS guidance), the control is validated via an Access Transparency Admin role/IAM Settings, and it cannot be self-disabled (requires a Support request) — which is why CIS GCP Benchmark v2.0+ lists 'Ensure Access Transparency is Enabled' as a (Level 2) check. The draft's quoted framing is current and accurate.",https://docs.cloud.google.com/assured-workloads/access-transparency/docs/enable,
GCP,transparency,"Does Google publish an explicit Access Transparency exclusions page enumerating exactly five categories of personnel access that are NOT logged, matching the draft's list?",Five enumerated exclusion categories: (1) legally prohibited notification; (2) IAM-authorized access logged in Cloud Audit Logs; (3) access not targeting Customer Data (e.g. aggregate cross-customer queries); (4) public resource identifiers/resource names; (5) standard automated systems/system jobs.,confirmed,"Confirmed. Current exclusions page enumerates exactly these five categories, matching the draft (legally prohibited; IAM-authorized -> Cloud Audit Logs; non-Customer-Data/aggregate cross-customer queries; public resource identifier/resource name; system job / automated systems).",https://cloud.google.com/cloud-provider-access-management/access-transparency/docs/exclusions,
GCP,transparency,"Are the draft's Vertex AI Access Transparency exclusions (custom-container inference, Explainable AI with custom containers, AutoML forecasting, Vector Search, RAG Engine, Vizier) still the documented blind spots?","Vertex AI Limitations section excludes: custom containers serving online/batch inference from custom-trained models, Vertex Explainable AI with custom containers, AutoML forecasting resources, Vertex AI Vector Search 2.0, RAG Engine, and Vizier.",confirmed,"Confirmed. The Limitations section currently lists 'Using custom containers to serve online inference or batch inference requests from custom-trained models', Vertex Explainable AI with custom containers, AutoML forecasting resources, Vertex AI Vizier, Vertex AI RAG Engine, and Vertex AI Vector Search 2.0 (plus Generative AI online inference for Vision). Draft accurate.",https://docs.cloud.google.com/vertex-ai/docs/general/access-transparency,
GCP,transparency,"Is Access Approval still opt-in with the documented auto-approval carve-out, Sovereign Controls disable, and Customer Care response-time warning?","Access Approval is opt-in (depends on Access Transparency); requests 'may be automatically approved without the customer's action to address time-sensitive outages', logged in an 'auto approved' state; auto-approval disabled for Sovereign Controls; and enabling it increases Customer Care response time.",confirmed,Confirmed verbatim. Current overview states you must enable Access Transparency before Access Approval; auto-approval for time-sensitive outages logged in an 'auto approved' state; 'Auto-approval is automatically disabled for all workloads deployed with Assured Workloads Sovereign Controls or Sovereign Controls by Partners'; and warns 'The support response time increases by the duration that Customer Care spends waiting for your approval.' Draft accurate.,https://docs.cloud.google.com/assured-workloads/access-approval/docs/overview,
GCP,transparency,Does the IAM Roles overview still warn against basic roles with the draft's exact wording?,"'In production environments, do not grant basic roles unless there is no alternative' and 'Basic roles include thousands of permissions across all Google Cloud services.'",confirmed,Confirmed verbatim on the current Roles and permissions page. Draft accurate.,https://docs.cloud.google.com/iam/docs/roles-overview,
GCP,transparency,"Do the IAM Conditions caveats (silent never-grant, Cloud Storage uniform bucket-level access prerequisite, Cloud Storage methods fail unexpectedly) still hold in current docs?","If a condition references an attribute unavailable for a resource, that part is 'never interpreted as granting access'; Cloud Storage API attributes in a conditional binding cause Cloud Storage methods to 'work incorrectly and fail unexpectedly'; and Cloud Storage conditions require uniform bucket-level access.",confirmed,Confirmed. The attribute-reference page states the unavailable-attribute portion 'is never interpreted as granting access' and that certain Cloud Storage API attributes in conditional bindings cause Cloud Storage methods to 'work incorrectly and fail unexpectedly.' Cloud Storage docs separately confirm uniform bucket-level access must be enabled to use conditions on a bucket. Draft accurate.,https://docs.cloud.google.com/iam/docs/conditions-attribute-reference,
GCP,transparency,Is the permission-denied error behavior (names the missing permission; uses 'or it may not exist' to avoid leaking resource existence) still documented?,"Errors name the missing permission (e.g. 'EMAIL_ADDRESS does not have storage.buckets.list access...'), and for existence-leaking cases read 'Permission ""storage.buckets.list"" denied on resource (or it may not exist)'.",confirmed,Confirmed. The dedicated Permission error messages page documents both the permission-naming format and the 'or it may not exist' non-leaky variant. Draft accurate.,https://docs.cloud.google.com/iam/docs/permission-error-messages,
GCP,transparency,"Is the BeyondProd whitepaper still scoped to Google's OWN internal infrastructure, dated as the draft claims, and pointing customers to SLSA in 'What's next'?","BeyondProd describes how Google secures its own internal microservices (not a customer-deployable control), is dated May 2024 with a status-quo disclaimer, and 'What's next' points customers to SLSA.",confirmed,"Confirmed. Current page states 'This document describes how Google implements security in our infrastructure using a cloud-native architecture called BeyondProd', carries 'This content was last updated in May 2024, and represents the status quo as of the time it was written', and the 'What's next' section directs readers to SLSA. Draft accurate (note: BeyondProd originated as a 2019 whitepaper; the live doc's May 2024 revision date is what the draft cites, which is correct).",https://docs.cloud.google.com/docs/security/beyondprod,
GCP,transparency,Is the 'shared fate' framing and the 'stops short...' critique of the bare shared-responsibility model still in the Architecture Framework?,"Google augments shared responsibility with 'shared fate', arguing the bare shared-responsibility model 'stops short of helping cloud customers achieve better security outcomes.'",confirmed,Confirmed. The Architecture Framework's 'Shared responsibilities and shared fate on Google Cloud' page presents the shared fate framing and the critique that the shared responsibility model stops short of better security outcomes. Draft accurate.,https://docs.cloud.google.com/architecture/framework/security/shared-responsibility-shared-fate,
GCP,transparency,"Is 'Google Security Operations' the current product name the draft uses for the SIEM (vs stale 'Chronicle'), and is the unified BigQuery-queryable / RSS release-notes feed real?","Release notes are published per-product (including Google Security Operations) plus a unified, BigQuery-queryable, RSS-subscribable feed.",confirmed,"Confirmed and current. Chronicle Security Operations was rebranded to 'Google Security Operations' (Google SecOps) on 2024-04-25, so the draft's name is current, not stale. The unified Google Cloud release notes are filterable in console, programmatically accessible in BigQuery, and offered as RSS feeds. Draft accurate.",https://docs.cloud.google.com/release-notes,
GCP,transparency,"Is Cloud Source Repositories really closed to new customers, and as of when (relevant to the source-control/transparency posture context the draft sits in)?",(Context check) Cloud Source Repositories is closed to new customers.,confirmed,"Confirmed for context: effective June 17, 2024, Cloud Source Repositories is not available to new customers; orgs that hadn't used it before that date cannot enable the API (Secure Source Manager is the recommended alternative). Note: this Transparency draft does not itself make a CSR claim, so this is corroborating context, not a correction to the draft.",https://cloud.google.com/source-repositories/docs/release-notes,
GCP,transparency,Does the draft let a stale Google Cloud CISO name stand (the seat changed)?,(Seat-change check) The draft references a current Google Cloud CISO by name.,confirmed,"No correction needed for the draft: it names no CISO, so there is no stale name to fix. For situational awareness only: Phil Venables, Google Cloud's first CISO, stepped down from the CISO role in March 2025 (now a part-time strategic security advisor / joined Ballistic Ventures); as of this check Google had not publicly named a successor CISO. If any future revision of this signal adds a CISO name, verify it against this.",https://www.securityweek.com/former-google-cloud-ciso-phil-venables-joins-ballistic-ventures/,
GCP,cross_cutting:network_architecture,"Are Cloud Storage, BigQuery (+Storage/Reservation/Connection APIs), Vertex AI, Artifact Registry, Compute Engine, and Cloud Run all GA-supported and protectable by a VPC-SC service perimeter, including restricting persistent-disk snapshots and custom images?","VPC Service Controls coverage is broad and GA for Cloud Storage, BigQuery (plus Storage/Reservation/Connection APIs), Vertex AI, Artifact Registry, Compute Engine (including restricting persistent-disk snapshots and custom images), and Cloud Run; included at no additional charge.",confirmed,,https://docs.cloud.google.com/vpc-service-controls/docs/supported-products,
GCP,cross_cutting:network_architecture,"Is VPC-SC opt-in / default-off, with no access policy or perimeter on a brand-new organization until an admin creates one?",VPC-SC is OPT-IN and default-OFF; a new Google Cloud Organization has no access policy and no perimeter until an org admin explicitly creates an access policy and service perimeter.,confirmed,,https://docs.cloud.google.com/vpc-service-controls/docs/overview,
GCP,cross_cutting:network_architecture,"Does VPC-SC support a dry-run mode whose violations are auditable via metadata.dryRun=True in audit logs, with the documented workflow being dry-run -> analyze denials -> enforce?","VPC-SC dry-run mode logs but does not block violating requests; dry-run violations are auditable via the metadata.dryRun=True field in audit logs; documented workflow is dry-run, analyze, then enforce.",confirmed,"Confirmed. Audit-log filter is protoPayload.metadata.dryRun=""true"".",https://docs.cloud.google.com/vpc-service-controls/docs/dry-run-mode,
GCP,cross_cutting:network_architecture,"Does a request spanning two perimeters fail with RESOURCES_NOT_IN_SAME_SERVICE_PERIMETER, requiring paired egress + ingress rules?","Any single request touching resources in two different perimeters fails with RESOURCES_NOT_IN_SAME_SERVICE_PERIMETER, requiring carefully paired egress policy on one side and ingress policy on the other.",confirmed,,https://docs.cloud.google.com/vpc-service-controls/docs/troubleshoot-services-within-perimeter,
GCP,cross_cutting:network_architecture,"Does the auto-created 'default' VPC ship with four named firewall rules at priority 65534 (default-allow-internal from 10.128.0.0/9 TCP/UDP all + ICMP; default-allow-ssh TCP22 from 0.0.0.0/0; default-allow-rdp TCP3389 from 0.0.0.0/0; default-allow-icmp from 0.0.0.0/0), plus implied deny ingress / allow egress?","Default network has four named rules at priority 65534: default-allow-internal (TCP/UDP all + ICMP from 10.128.0.0/9), default-allow-ssh (TCP22 from 0.0.0.0/0), default-allow-rdp (TCP3389 from 0.0.0.0/0), default-allow-icmp (ICMP from 0.0.0.0/0); implied deny ingress and implied allow egress.",confirmed,,https://docs.cloud.google.com/firewall/docs/firewalls,
GCP,cross_cutting:network_architecture,"Is compute.skipDefaultNetworkCreation a real org policy constraint, AND is it excluded from the secure-by-default baseline auto-enforced for orgs created on/after May 3, 2024?","compute.skipDefaultNetworkCreation exists to stop new projects getting a default network, and it is NOT part of the secure-by-default org baseline, so the default-network footgun remains opt-in to fix even on brand-new orgs.",confirmed,,https://docs.cloud.google.com/resource-manager/docs/secure-by-default-organizations,
GCP,cross_cutting:network_architecture,"Does the secure-by-default baseline (orgs created on/after May 3, 2024) enable exactly 'seven strong constraints' covering disable SA key creation/upload, no automatic Editor on default SAs, domain-restricted IAM, uniform bucket-level access, and restrict protocol forwarding?","The secure-by-default baseline enables seven strong constraints: disable SA key creation, disable SA key upload, no automatic Editor on default SAs, domain-restricted IAM, uniform bucket-level access, restrict protocol forwarding.",outdated,"The count 'seven' is right but the draft's enumeration is incomplete and uses stale constraint names. The current baseline (orgs created on/after May 3, 2024) is seven managed constraints: iam.managed.disableServiceAccountKeyCreation, iam.managed.disableServiceAccountKeyUpload, iam.automaticIamGrantsForDefaultServiceAccounts, iam.allowedPolicyMemberDomains (domain-restricted sharing), essentialcontacts.managed.allowedContactDomains (NOT listed in draft), compute.managed.restrictProtocolForwardingCreationForTypes, and storage.uniformBucketLevelAccess. Note the IAM SA-key and protocol-forwarding constraints now carry the '.managed.' prefix, and the seventh item the draft omits is the essential-contacts domain restriction. The draft's core point (skipDefaultNetworkCreation excluded) is correct.",https://docs.cloud.google.com/resource-manager/docs/secure-by-default-organizations,true
GCP,cross_cutting:network_architecture,"Are VPC Flow Logs disabled by default and enabled per subnet, with org-wide enforcement available via compute.requireVpcFlowLogs?","VPC Flow Logs are DISABLED by default and must be enabled per subnet, or mandated org-wide via compute.requireVpcFlowLogs.",confirmed,Confirmed. Exact constraint is constraints/compute.requireVpcFlowLogs; flow logs are off when a subnet is created.,https://docs.cloud.google.com/vpc/docs/org-policy-flow-logs,
GCP,cross_cutting:network_architecture,"Does Secure Web Proxy default to deny-all outbound, requiring explicit allow rules?","Secure Web Proxy (SWP) policy defaults to deny-all outbound (good posture, but SWP is a separate opt-in product).",confirmed,,https://docs.cloud.google.com/secure-web-proxy/docs/policies-overview,
GCP,cross_cutting:network_architecture,"Does Firewall Insights now analyze hierarchical, global, and VPC-level firewall rules together for overlap/shadowing?","Firewall Insights now analyzes hierarchical, global, and VPC-level rules together for overlap/shadowing recommendations; lower-level rules cannot override a higher-level hierarchical rule.",confirmed,,https://cloud.google.com/blog/products/identity-security/announcing-firewall-insights-support-for-firewall-policies,
GCP,cross_cutting:network_architecture,"Does IAP TCP forwarding require an ingress firewall rule allowing 35.235.240.0/20 (and IPv6 2600:2d00:1:7::/64), gated by roles/iap.tunnelResourceAccessor / iap.tunnelInstances.accessViaIAP, and work for VMs with no public IP?","IAP TCP forwarding requires only an ingress firewall rule allowing IAP's fixed range 35.235.240.0/20 (and IPv6 2600:2d00:1:7::/64), authorized by roles/iap.tunnelResourceAccessor / iap.tunnelInstances.accessViaIAP, and works for VMs with NO public IP.",confirmed,,https://docs.cloud.google.com/iap/docs/using-tcp-forwarding,
GCP,cross_cutting:network_architecture,"Is Private Service Connect the PrivateLink equivalent exposing a producer service as a single consumer-side IP with unidirectional, service-scoped access (not full VPC peering)?","Private Service Connect exposes a producer service as a single consumer-side IP with unidirectional, service-scoped access (not full VPC peering).",confirmed,"Confirmed. PSC traffic is unidirectional and reaches only the service IP, not an entire peered VPC; uses NAT so no IP coordination between consumer/producer.",https://docs.cloud.google.com/vpc/docs/private-service-connect,
GCP,cross_cutting:serverless_edge_middleware,"Does the org policy constraint constraints/run.managed.requireInvokerIam get 'enforced by default' as the first finding states, or is the per-service Invoker IAM check the thing that is on by default?",The first finding states: 'The invoker check (constraints/run.managed.requireInvokerIam) is enforced by default.' This equates the per-service invoker IAM check with the org-policy constraint of that name.,refuted,"This conflates two different things. The per-service Cloud Run Invoker IAM check IS enabled by default ('Cloud Run enforces this check by default'). But constraints/run.managed.requireInvokerIam is a separate organization-policy managed constraint that admins can OPT IN to in order to prevent the invoker check from being disabled — and the docs explicitly say 'This constraint is not enforced by default.' So the parenthetical equation is wrong: the default-on behavior is the per-service IAM check, not the org-policy constraint. The constraint is opt-in.",https://docs.cloud.google.com/run/docs/securing/managing-access,true
GCP,cross_cutting:serverless_edge_middleware,Are Cloud Run services private by default — rejecting unauthenticated requests and requiring roles/run.invoker?,Cloud Run services are deployed privately by default and reject requests lacking credentials; the invoker IAM check is enforced by default.,confirmed,,https://docs.cloud.google.com/run/docs/securing/managing-access,
GCP,cross_cutting:serverless_edge_middleware,"Does the managing-access doc actually name 'Project Owners, Project Editors, Cloud Run Admins and Cloud Run Invokers' as the default callers, as the finding quotes?","Cloud Run services are 'only callable by Project Owners, Project Editors, Cloud Run Admins and Cloud Run Invokers' by default.",uncertain,"The current managing-access page states 'By default, only project owners and editors can create, update, delete, or invoke Cloud Run resources' and that roles/run.invoker (and admin roles) grant invoke. The exact quoted four-role string was not located verbatim on the current page, but the substance (private-by-default; invoke gated on owner/editor/admin/invoker IAM roles) is accurate. The claim is directionally correct; treat the verbatim quote as possibly paraphrased rather than a current literal doc string.",https://docs.cloud.google.com/run/docs/securing/managing-access,
GCP,cross_cutting:serverless_edge_middleware,"Do Cloud Functions v2 (gen2, on Cloud Run) require authentication by default, with explicit opt-in for unauthenticated?",Cloud Functions v2 (gen2) requires authentication by default and requires explicit opt-in for unauthenticated.,confirmed,,https://docs.cloud.google.com/functions/docs/securing/managing-access-iam,
GCP,cross_cutting:serverless_edge_middleware,"Is public exposure one toggle/binding away via --allow-unauthenticated or binding allUsers to roles/run.invoker, gated only on run.services.setIamPolicy?","--allow-unauthenticated at deploy, or binding allUsers to roles/run.invoker, makes a service public; the toggle needs only run.services.setIamPolicy (held by Owner and Cloud Run Admin).",confirmed,,https://docs.cloud.google.com/run/docs/authenticating/public,
GCP,cross_cutting:serverless_edge_middleware,"Does Domain Restricted Sharing (iam.allowedPolicyMemberDomains) block binding allUsers/allAuthenticatedUsers, and does constraints/run.managed.requireInvokerIam let you create intentional public services under DRS by disabling the per-service check?",DRS blocks binding allUsers in IAM policies including Cloud Run invoker bindings; Google added constraints/run.managed.requireInvokerIam so public services can be created intentionally under DRS by disabling the per-service invoker check rather than weakening DRS.,confirmed,"Substance confirmed: under DRS the allUsers binding fails, and the recommended way to make a public service (DRS-compatible) is to disable the Invoker IAM check rather than bind allUsers. Note the finding describes requireInvokerIam's purpose slightly loosely — the constraint's role is to RESTRICT the ability to disable the invoker check (a guardrail), and disabling the check is what enables DRS-compatible public services; the two are complementary controls, which the finding captures correctly in effect.",https://cloud.google.com/blog/products/serverless/iap-integration-with-cloud-run,
GCP,cross_cutting:serverless_edge_middleware,"Is Cloud Run default ingress 'all', allowing the run.app URL to bypass the external LB / Cloud Armor, with internal-and-cloud-load-balancing being opt-in and enforceable via org policy?",Default ingress is 'all'; the run.app URL bypasses the LB/Cloud Armor; restricting to internal-and-cloud-load-balancing is opt-in and enforceable org-wide; Cloud Armor attaches only to LB backend services and does not protect the default run.app URL.,confirmed,"All confirmed. Minor currency note: ingress is now also enforceable via Org Policy custom constraints and Cloud Run supports disabling the default run.app URL entirely; the finding's reference to a 'run.allowedIngress' org policy is reasonable but current docs emphasize custom constraints / disabling the run.app URL as the mechanisms. Core security claim (run.app bypasses Cloud Armor, which only protects LB backends) is correct.",https://docs.cloud.google.com/run/docs/securing/ingress,
GCP,cross_cutting:serverless_edge_middleware,"Do service-to-service ID tokens use Google-signed OIDC JWTs with an audience claim bound to the target URL/custom audience, fetched from the metadata server, short-lived, to limit replay?","Edge/service auth uses Google-signed OIDC ID tokens carrying an aud claim bound to the target service URL (or custom audience), fetched from metadata server, short-lived, limiting replay across services.",confirmed,,https://docs.cloud.google.com/run/docs/authenticating/service-to-service,
GCP,cross_cutting:serverless_edge_middleware,Is L3/L4 DDoS always-on/no-opt-in at the Google edge while L7 WAF (OWASP CRS) requires a user-configured security policy and is not enabled by default; and do Adaptive Protection / Advanced Network DDoS / Threat Intelligence require the paid Cloud Armor Enterprise tier?,"Always-on L3/L4 DDoS with no opt-in and no latency impact; L7/OWASP CRS WAF rules NOT enabled by default and require explicit configuration; Adaptive Protection, Advanced Network DDoS, and Threat Intelligence require paid Cloud Armor Enterprise / Managed Protection Plus.",confirmed,"All confirmed. The paid tier is now branded 'Cloud Armor Enterprise' (formerly 'Managed Protection Plus'); the finding's dual naming 'Cloud Armor Enterprise / Managed Protection Plus' is acceptable, but the current primary name is Cloud Armor Enterprise.",https://docs.cloud.google.com/armor/docs/cloud-armor-overview,
GCP,cross_cutting:serverless_edge_middleware,"Does Cloud Armor offer per-client rate-based rules named 'throttle' and 'rate_based_ban', and does Apigee provide SpikeArrest, Quota, and AI token policies (PromptTokenLimit / LLMTokenQuota)?","Cloud Armor has 'throttle' and 'rate_based_ban' rate-based rule actions; Apigee provides SpikeArrest, Quota, and AI token policies PromptTokenLimit and LLMTokenQuota that cap token consumption.",confirmed,,https://docs.cloud.google.com/armor/docs/rate-limiting-overview,
GCP,cross_cutting:serverless_edge_middleware,"Do Cloud Endpoints (ESP/ESPv2) accept OpenAPI required-parameter/type definitions but NOT enforce them, forwarding requests regardless?",ESP and ESPv2 don't enforce OpenAPI required-parameter and type definitions and forward incoming requests to the API regardless.,confirmed,"Confirmed verbatim against the OpenAPI 2.0 feature limitations doc. Note: this finding is labeled '[misleading]' in the draft, but the underlying technical statement is accurate — the gateway genuinely does not perform request validation. The 'misleading' label appears to flag a presentation/expectation gap, not a factual error.",https://docs.cloud.google.com/endpoints/docs/openapi/openapi-limitations,
GCP,cross_cutting:serverless_edge_middleware,Does API Gateway support only primitive types in request parameters and reject external $ref?,API Gateway 'supports only primitive types in request parameters' and rejects external $ref.,confirmed,,https://docs.cloud.google.com/api-gateway/docs/openapi-v3-limitations,
GCP,cross_cutting:serverless_edge_middleware,"Does IAP-on-Cloud-Run now protect all ingress paths including default run.app URLs and load balancers in one step (one-click), and is it GA?","IAP-on-Cloud-Run now protects all ingress paths 'including default run.app URLs and load balancers' in one step, closing the historical run.app bypass for IAP deployments.",confirmed,"Confirmed and now GA: Google announced GA of IAP integration with Cloud Run, enabling IAP directly on the service in one click (no load balancer required, no added cost), protecting all ingress paths including the default run.app URL and load balancers.",https://cloud.google.com/blog/products/serverless/iap-integration-with-cloud-run,
GCP,cross_cutting:serverless_edge_middleware,"Is Load Balancer logging (and thus Cloud Armor request logging) disabled by default for new backend services, with a configurable 0.0-1.0 sampling rate defaulting to 1.0?",LB logging is disabled by default for new backend services; Cloud Armor request logging rides on LB logs; sampling rate is 0.0-1.0 (default 1.0) and down-samples logs proportionally.,confirmed,,https://docs.cloud.google.com/load-balancing/docs/https/https-logging-monitoring,
GCP,cross_cutting:source_control,"Is Cloud Source Repositories really closed to new customers, and is the June 17, 2024 date and quoted text correct?","Effective June 17, 2024, Cloud Source Repositories isn't available to new customers; orgs that haven't previously used it can't enable the API; pre-June-2024 users may continue.",confirmed,,https://docs.cloud.google.com/source-repositories/docs/release-notes,
GCP,cross_cutting:source_control,"Is Secure Source Manager billed at a flat $1000/month per instance, single-tenant, regionally deployed, as the CSR successor?","Google's recommended first-party CSR replacement is Secure Source Manager, a regionally deployed, single-tenant managed source code repo, billed at a flat $1000/month per instance regardless of users.",confirmed,"Confirmed: $1,000 per instance per month regardless of users; one instance supports hundreds of users/repos; regionally deployed, single-tenant. Note SSM is the documented alternative cited in the CSR release notes; additional usage dimensions (storage/egress) may apply per the pricing page, so the flat $1000 is the base instance charge.",https://cloud.google.com/products/secure-source-manager/pricing,
GCP,cross_cutting:source_control,"Did Cloud Build's default SA change to the Compute Engine default SA, and is that SA created WITHOUT roles/editor for orgs created on/after May 3, 2024? Are the three org policy constraint names correct?","Over May-June 2024 Google changed the Cloud Build default to the Compute Engine default SA; for orgs created on/after May 3, 2024 that SA is created WITHOUT roles/editor; governed by constraints/cloudbuild.useComputeServiceAccount, constraints/cloudbuild.useBuildServiceAccount, constraints/cloudbuild.disableCreateDefaultServiceAccount.",confirmed,,https://docs.cloud.google.com/build/docs/cloud-build-service-account-updates,
GCP,cross_cutting:source_control,"Does Cloud Build generate SLSA L3 provenance only opt-in (requestedVerifyOption: VERIFIED), only for Artifact Registry artifacts, and only for images declared in the images field?","Cloud Build provenance meets SLSA level 3 (v0.1/v1.0) but is OPT-IN via options.requestedVerifyOption: VERIFIED, generated ONLY for Artifact Registry artifacts, and ONLY for images declared in the build's images field (an explicit docker push gets no provenance).",confirmed,,https://docs.cloud.google.com/build/docs/securing-builds/generate-validate-build-provenance,
GCP,cross_cutting:source_control,"Does the WIF deployment-pipelines doc warn about the single shared issuer URL for GitHub/GitLab SaaS/HCP Terraform and recommend assertion.repository_owner=='ORGANIZATION', plus warn about cybersquatting/typosquatting and recommend numeric *_id fields?","GCP documents the keyless GitHub OIDC -> WIF -> SA impersonation pattern and warns about the shared-issuer footgun (single issuer URL across all orgs), recommending an attribute condition like assertion.repository_owner=='ORGANIZATION', and warns that name fields increase cybersquatting/typosquatting risk, recommending numeric *_id fields.",confirmed,"Confirmed for the shared-issuer warning, repository_owner attribute condition, and the cybersquatting/numeric-_id guidance. Minor caveat: the specific 'principalSet on attribute.repository scopes to a single repo' detail is a standard WIF binding pattern but is not stated verbatim in this particular deployment-pipelines page; it is documented in general WIF docs. Not a draft error.",https://docs.cloud.google.com/iam/docs/workload-identity-federation-with-deployment-pipelines,
GCP,cross_cutting:source_control,"Are Cloud Build private pools dedicated workers connected via VPC Network Peering, able to set egressOption: NO_PUBLIC_EGRESS and run inside a VPC-SC perimeter, with constraints/cloudbuild.allowedWorkerPools forcing builds off the default pool?","Private pools are dedicated workers reachable via VPC Network Peering, can drop public egress with egressOption: NO_PUBLIC_EGRESS, can run inside a VPC-SC perimeter; constraints/cloudbuild.allowedWorkerPools can force builds off the default pool onto approved private pools.",confirmed,,https://docs.cloud.google.com/build/docs/private-pools/use-in-private-network,
GCP,cross_cutting:source_control,"Are Cloud Audit Logs Data Access logs disabled by default (except BigQuery) and must be explicitly enabled, while Admin Activity logs are on by default and cannot be disabled?",Admin Activity (ADMIN_WRITE) audit logs are on by default and cannot be disabled; Data Access logs (DATA_READ/DATA_WRITE/ADMIN_READ) are disabled by default and must be explicitly enabled.,confirmed,,https://docs.cloud.google.com/logging/docs/audit,
GCP,cross_cutting:source_control,"Does Developer Connect install a GitHub App, store the GitHub token as a Secret Manager secret in your project, and require roles/developerconnect.admin plus roles/secretmanager.admin (and projectIamAdmin for console auto-grants)?","Modern Cloud Build uses 2nd-gen connections via Developer Connect, installing a GitHub App; the GitHub token is stored as a Secret Manager secret in your project; admin setup needs roles/developerconnect.admin plus roles/secretmanager.admin (and projectIamAdmin for console auto-grants).",confirmed,,https://docs.cloud.google.com/developer-connect/docs/connect-github-repo,
GCP,cross_cutting:source_control,Who is the current Google Cloud CISO? The seat reportedly changed - verify and do not let a stale name (Phil Venables) stand.,Implied/stale industry knowledge that Phil Venables is the current Google Cloud CISO.,outdated,"Phil Venables stepped down as Google Cloud CISO in March 2025 after ~4 years (he was Google Cloud's first CISO, since 2020). He transitioned to a part-time strategic security advisor role at Google Cloud and is now also a partner at Ballistic Ventures. As of the available mid-2026 sources, Google Cloud had not publicly confirmed a named successor in the CISO seat. The draft for this signal does NOT name a CISO, so there is no error in the draft itself; this is a verification note that any statement asserting 'Phil Venables is the current Google Cloud CISO' is now outdated and must not be used.",https://www.thestack.technology/google-clouds-phil-venables-hangs-up-his-ciso-spurs-tributes-flood-in/,true
GCP,cross_cutting:organizational_substrate,"Does Google enforce the secure-by-default Org Policy bundle on NEW organizations as of March 20, 2024 (the date the draft states)?","As of March 20, 2024 Google enforces a secure-by-default bundle on NEW organizations.",refuted,"The enforcement date is May 3, 2024, not March 20, 2024. Google Cloud security baseline constraints are enforced for all organizations created on or after May 3, 2024. (March 20, 2024 was the date of the announcement blog post, not the enforcement cutoff.) The draft's own service-account finding already uses the correct May 3, 2024 date, so the two findings contradict each other; the Org Policy finding's date should be corrected to May 3, 2024.",https://docs.cloud.google.com/resource-manager/docs/secure-by-default-organizations,true
GCP,cross_cutting:organizational_substrate,Is the draft's list of the secure-by-default baseline bundle complete and are the constraint names current?,"The secure-by-default bundle on new orgs comprises exactly: iam.disableServiceAccountKeyCreation, iam.disableServiceAccountKeyUpload, iam.automaticIamGrantsForDefaultServiceAccounts, iam.allowedPolicyMemberDomains, storage.uniformBucketLevelAccess, and essentialcontacts.allowedContactDomains.",outdated,"The bundle now contains SEVEN constraints, not six. The draft omits constraints/compute.managed.restrictProtocolForwardingCreationForTypes (restrict protocol forwarding based on IP address type). Also, two constraint names have moved to the managed namespace: the key-creation/upload constraints are now constraints/iam.managed.disableServiceAccountKeyCreation and constraints/iam.managed.disableServiceAccountKeyUpload, and the contacts constraint is constraints/essentialcontacts.managed.allowedContactDomains. The current full list: iam.managed.disableServiceAccountKeyCreation, iam.managed.disableServiceAccountKeyUpload, iam.automaticIamGrantsForDefaultServiceAccounts, iam.allowedPolicyMemberDomains, essentialcontacts.managed.allowedContactDomains, compute.managed.restrictProtocolForwardingCreationForTypes, storage.uniformBucketLevelAccess.",https://docs.cloud.google.com/resource-manager/docs/secure-by-default-organizations,true
GCP,cross_cutting:organizational_substrate,"Is iam.automaticIamGrantsForDefaultServiceAccounts enforced by default only for organizations created on/after May 3, 2024, with older orgs still getting Editor on default SAs?","Google enforces iam.automaticIamGrantsForDefaultServiceAccounts by default but ONLY for organizations created after May 3, 2024; older orgs still get Editor on default SAs unless they explicitly enforce the constraint.",confirmed,,https://docs.cloud.google.com/resource-manager/docs/secure-by-default-organizations,
GCP,cross_cutting:organizational_substrate,"Is the Compute Engine / App Engine default service account historically auto-granted roles/editor, and is the project creator auto-granted roles/owner?",Default service accounts (Compute Engine PROJECT_NUMBER-compute@developer.gserviceaccount.com and App Engine) were auto-granted roles/editor; and the project creator is automatically granted roles/owner on a new project.,confirmed,,https://docs.cloud.google.com/iam/docs/service-account-types,
