platform,signal,probe,claim,verdict,correction,evidence,reconciled
AWS,transparency,"Does API Gateway documentation currently and explicitly disclaim API keys as an auth mechanism, with the specific cross-API-access warning and header-logging caveat?","AWS docs say 'Don't use API keys for authentication or authorization to control access to your APIs,' warn a key valid for one API in a usage plan can access all APIs in that plan, note keys are transmitted in loggable headers, and recommend IAM/Lambda authorizer/Cognito instead.",confirmed,"Accurate. Current REST API usage-plans doc carries the exact disclaimer, the cross-API access warning, the loggable-header caveat, and the IAM-role/Lambda-authorizer/Cognito recommendation. No correction needed.",https://docs.aws.amazon.com/apigateway/latest/developerguide/api-gateway-api-usage-plans.html,
AWS,transparency,"Is the EC2 encoded-authorization-message behavior (Client.UnauthorizedOperation, encoded message, sts:DecodeAuthorizationMessage gate) still documented with the quoted 'privileged information' rationale?","EC2-style operations return an encoded UnauthorizedOperation message, encoded because authorization detail 'can contain privileged information that the user who requested the operation should not see,' decodable only by a principal with sts:DecodeAuthorizationMessage.",confirmed,"Accurate. STS DecodeAuthorizationMessage docs and the EC2 re:Post guidance confirm the encoded message, the 'privileged information' rationale verbatim, and the sts:DecodeAuthorizationMessage permission gate. No correction needed.",https://docs.aws.amazon.com/STS/latest/APIReference/API_DecodeAuthorizationMessage.html,
AWS,transparency,Do current IAM docs document the explicit-vs-implicit deny AccessDenied message phrasing ('with an explicit deny in a <type> policy' vs 'because no <type> policy allows the <action> action') naming the blocking policy layer?,"IAM AccessDenied messages distinguish explicit deny ('with an explicit deny in a <type> policy', may name policy ARN) from implicit deny ('because no <type> policy allows the <action> action'), with <type> surfacing which policy layer (identity, resource, SCP, permissions boundary, session, RCP) blocked.",confirmed,Accurate and current. The IAM troubleshooting doc and re:Post explicit-deny guidance confirm both message templates and the policy-type token. The policy-layer list is current (RCPs/resource control policies are now part of the evaluation chain). No correction needed.,https://docs.aws.amazon.com/IAM/latest/UserGuide/troubleshoot_access-denied.html,
AWS,transparency,"Do current VPC docs still state security groups are allow-only/stateful, that they 'do not filter traffic destined to and from certain AWS services,' and that NACLs cannot block DNS to the Route 53 Resolver (VPC+2)?","AWS documents security groups as ALLOW-only and stateful (return traffic auto-allowed), states they do not filter traffic to/from certain AWS services, steers to NACLs for explicit deny, and discloses NACLs cannot block DNS to the Route 53 Resolver / VPC+2 address.",confirmed,"Accurate. The current VPC NACL doc explicitly lists 'Network ACLs can't block DNS requests to or from the Route 53 Resolver (also known as the VPC+2 IP address or AmazonProvidedDNS)', the IMDS limitation, and the list of AWS service traffic (DNS, DHCP, EC2 metadata, ECS task metadata, Windows license activation, Time Sync, reserved router IPs) NACLs do not filter. Security-group stateful/allow-only behavior is documented on the same page. No correction needed.",https://docs.aws.amazon.com/vpc/latest/userguide/vpc-network-acls.html,
AWS,transparency,Does AWS still position a Well-Architected review as 'not an audit' and the Well-Architected Tool as identifying high-risk issues rather than certifying?,"AWS describes a Well-Architected review as 'a constructive conversation about architectural decisions, and is not an audit mechanism,' and the free Well-Architected Tool identifies high-risk issues rather than certifying security.",confirmed,"Accurate. The current review-process doc carries the exact 'constructive conversation... is not an audit mechanism' language; the WA Tool is documented as a no-cost console tool that identifies high-risk issues (HRIs) and records improvements, not an attestation. No correction needed.",https://docs.aws.amazon.com/wellarchitected/latest/framework/the-review-process.html,
AWS,transparency,"Are the Amazon Bedrock data-use boundary statements (prompts/outputs not used to train base FMs, not shared with third-party model providers, fine-tuning creates a private copy) current?","AWS states Bedrock prompts/outputs are not used to train the underlying Amazon FMs (absent consent), are not shared with third-party model providers, and model customization creates a private customized copy of the base FM with tuning data through the customer VPC, not used to train base models.",confirmed,Accurate. Current Bedrock security page states inputs/outputs are 'never shared with model providers or used to train base models' and fine-tuning creates 'a private copy specifically for your use.' The specific 'tuning data transferred through the customer VPC' detail lives in the Bedrock FAQ rather than this page but is current and consistent. No correction needed.,https://aws.amazon.com/bedrock/security-privacy-responsible-ai/,
AWS,transparency,Does the Service Authorization Reference still use the documented wording about the Resource types column (empty => must use '*') and condition keys varying by action/resource?,"The Service Authorization Reference documents per-action capability: an empty Resource types column means the action does not support resource-level permissions (must specify '*'), and condition keys 'might be supported with an action, or with an action and a specific resource.'",confirmed,Accurate. The reference doc's overview confirms the Resource-types-column semantics (empty => specify '*') and that condition keys may apply per-action or per-action-and-resource. The draft's broader inference (List* operations commonly force Resource '*') is consistent with how the per-service tables read. No correction needed.,https://docs.aws.amazon.com/service-authorization/latest/reference/reference_policies_actions-resources-contextkeys.html,
AWS,transparency,Does the aws/containers-roadmap repo still route security vulnerabilities away from public Issues to AWS Security and use the 'job zero is security / no specific target dates' rationale?,"AWS publishes public per-service roadmaps (aws/containers-roadmap) that route security-vulnerability reports away from public Issues to AWS Security, and states it can't provide specific target dates because 'job zero is security.'",confirmed,Accurate. The containers-roadmap repo routes security issues to AWS's vulnerability disclosure channel (not public Issues) and states it cannot give specific target dates because job zero is security/operational stability. The 'no single unified public AWS security roadmap' [absent] characterization remains correct. No correction needed.,https://github.com/aws/containers-roadmap,
AWS,cross_cutting:network_architecture,"Is the auto-assign public IPv4 attribute actually true for default subnets (and false for nondefault subnets), making default-VPC launches public-by-default?",Default subnets have 'auto-assign public IPv4' set to true; instances launched into a default subnet get both a public and private IPv4; nondefault subnets default to private (attribute false).,confirmed,,https://docs.aws.amazon.com/vpc/latest/userguide/subnet-public-ip.html,
AWS,cross_cutting:network_architecture,"Does a newly created (custom) security group really have no inbound rules but one outbound rule allowing all traffic to 0.0.0.0/0, and does AWS recommend removing it?",A newly created security group has NO inbound rules and ONE outbound rule allowing all outbound traffic to 0.0.0.0/0 (::/0 if IPv6); AWS documents the asymmetry and recommends removing the open egress rule.,confirmed,,https://docs.aws.amazon.com/vpc/latest/userguide/security-group-rules.html,
AWS,cross_cutting:network_architecture,"Does the default security group self-reference on inbound and allow all outbound, is it undeletable, and is it auto-associated with instances launched without a specified SG?",Every VPC has an undeletable 'default' security group whose inbound rule allows all traffic from resources in the same SG (self-reference) and whose outbound rule allows all traffic; instances launched without a specified SG are associated with it.,confirmed,"Fully confirmed (the draft flags this as [partial], but the claim as written is accurate). Default SG: one inbound rule allowing all traffic with the security group itself as source (self-reference), one outbound rule allowing all traffic to 0.0.0.0/0; the default SG cannot be deleted (only its rules can be removed); an instance launched without a specified SG is associated with the VPC's default SG.",https://docs.aws.amazon.com/vpc/latest/userguide/default-security-group.html,
AWS,cross_cutting:network_architecture,"Does AWS Network Firewall actually provide URL and domain-category filtering 'as of 2026', and is the SNI-vs-TLS-inspection distinction correct?","AWS Network Firewall offers stateful domain allow/deny lists (HTTP Host, HTTPS SNI), Suricata-compatible rules, and — as of 2026 — URL and domain-category filtering.",confirmed,"Confirmed and correctly dated. Web/URL/Domain category filtering launched January 27, 2026. aws_domain_category evaluates domain via TLS SNI or HTTP Host with no TLS inspection required; aws_url_category evaluates full URL paths and requires TLS inspection for HTTPS traffic. ~55 AWS-managed categories (e.g., Malicious, Social Networking, AI/ML), auto-maintained. The older stateful domain allow/deny (SNI/Host) and Suricata-compatible capabilities are long-standing.",https://aws.amazon.com/about-aws/whats-new/2026/01/aws-network-firewall-web-category-based-filtering/,
AWS,cross_cutting:network_architecture,"Are gateway endpoints for S3 and DynamoDB really free, and is calling them 'PrivateLink' accurate?",Gateway endpoints provide private routing to S3 and DynamoDB with no IGW/NAT and no additional charge; described under the 'AWS PrivateLink' heading alongside interface endpoints.,confirmed,"Pricing claim confirmed: gateway endpoints for S3 and DynamoDB carry no additional charge (no hourly/data-processing fee). Minor framing nuance: AWS documents that gateway endpoints do NOT use AWS PrivateLink technology (only interface endpoints do), so grouping gateway endpoints under 'PrivateLink' is slightly imprecise even though the functional description (private ENIs/private routing, traffic on the AWS backbone) is correct.",https://docs.aws.amazon.com/vpc/latest/privatelink/gateway-endpoints.html,
AWS,cross_cutting:network_architecture,"Does AWS Client VPN have an 'IAM' authentication mode, or is the draft's 'IAM/SAML/AD' list imprecise?",AWS Client VPN provides managed OpenVPN-based remote access with IAM/SAML/AD authentication and authorization rules.,outdated,"Client VPN is OpenVPN-based (confirmed) and supports exactly three authentication types: mutual (client certificate) authentication, Active Directory authentication (via AWS Directory Service), and SAML 2.0 federated authentication. There is no standalone 'IAM' authentication mode — IAM Identity Center / SSO works through the SAML federated path. The draft should say 'mutual certificate / Active Directory / SAML federated (incl. IAM Identity Center via SAML)', and authorization rules (per-network, group-based) are correctly described.",https://docs.aws.amazon.com/vpn/latest/clientvpn-admin/client-authentication.html,true
AWS,cross_cutting:network_architecture,"Does SSM Session Manager provide IAM-gated, portless, keyless access with CloudTrail logging and optional S3/CloudWatch session (including keystroke) logging?","SSM Session Manager gives shell access with no inbound ports, no SSH keys, no bastion; outbound from the SSM Agent over the AWS API; IAM-gated; every session logged to CloudTrail and optionally streamed to S3/CloudWatch Logs including keystroke logging.",confirmed,,https://docs.aws.amazon.com/systems-manager/latest/userguide/session-manager-auditing.html,
AWS,cross_cutting:network_architecture,Does AWS Direct Connect support MACsec encryption on dedicated connections (and a Direct Connect gateway for multi-VPC/region)?,"Direct Connect provides dedicated private fiber, optionally with MACsec encryption and a Direct Connect gateway for multi-VPC/multi-region.",confirmed,"Confirmed. MACsec (IEEE 802.1AE, 256-bit, GCM-AES-256/GCM-AES-XPN-256) is supported on dedicated 10/100/400 Gbps Direct Connect connections at select locations; as of July 2025 MACsec was also extended to supported partner interconnects. Direct Connect gateway for multi-VPC/multi-region is standard.",https://docs.aws.amazon.com/directconnect/latest/UserGuide/MACsec.html,
AWS,cross_cutting:serverless_edge_middleware,"Verify whether new Lambda Function URLs require BOTH lambda:InvokeFunctionUrl and lambda:InvokeFunction as of Oct 2025, and whether choosing NONE auto-creates the FunctionURLAllowPublicAccess public resource policy.",From Oct 2025 new function URLs require BOTH lambda:InvokeFunctionUrl and lambda:InvokeFunction; choosing AuthType NONE via console/SAM auto-creates the public FunctionURLAllowPublicAccess (Principal '*') resource policy; AuthType is mandatory with no implicit default.,confirmed,"Accurate. Current docs carry the note 'Starting in October 2025, new function URLs will require both lambda:InvokeFunctionUrl and lambda:InvokeFunction permissions.' For NONE, 'When you create a function URL with auth type NONE using the console or AWS SAM, Lambda automatically creates the resource-based policy for you' (the FunctionURLAllowPublicAccess statement with Principal '*'). AuthType must be specified (AWS_IAM or NONE) at creation. Note: AWS has granted a temporary exception with a Nov 1, 2026 deadline for existing URLs to add the second permission, so the practical enforcement window extends into 2026 — but the requirement for new URLs began Oct 2025 as stated.",https://docs.aws.amazon.com/lambda/latest/dg/urls-auth.html,
AWS,cross_cutting:serverless_edge_middleware,Confirm the exact wording and current presence of the API Gateway docs statement that API keys are not for auth and that a key for one API in a usage plan grants access to all APIs in that plan.,"API Gateway docs state plainly: don't use API keys for authentication/authorization; a user with a valid API key for one API in a usage plan can access ALL APIs in that usage plan; key value is 20-128 chars, transmitted in headers that can be logged.",confirmed,"Accurate and matches current docs verbatim, including 'Don't use API keys for authentication or authorization...a user with a valid API key for one API in that usage plan can access all APIs in that usage plan' and the 20-128 character value range and 'headers that can be logged.'",https://docs.aws.amazon.com/apigateway/latest/developerguide/api-gateway-api-usage-plans.html,
AWS,cross_cutting:serverless_edge_middleware,"Confirm the current API Gateway usage-plan disclaimer that throttling/quotas are best-effort, not hard limits, and not to be relied on for cost control.","AWS explicitly says: 'Usage plan throttling and quotas are not hard limits, and are applied on a best-effort basis. In some cases, clients can exceed the quotas... Don't rely on usage plan quotas or throttling to control costs or block access to an API.' and redirects to AWS Budgets and AWS WAF.",confirmed,Accurate; the quoted disclaimer and the redirect to AWS Budgets (monitoring) and AWS WAF appear in current docs verbatim.,https://docs.aws.amazon.com/apigateway/latest/developerguide/api-gateway-api-usage-plans.html,
AWS,cross_cutting:serverless_edge_middleware,Verify that IAM authorization and Lambda authorizers reached API Gateway HTTP APIs in 2020.,IAM and Lambda authorizers reached HTTP APIs in 2020.,confirmed,"Accurate. AWS announced IAM and Lambda authorizers for HTTP APIs on September 25, 2020.",https://aws.amazon.com/blogs/compute/introducing-iam-and-lambda-authorizers-for-amazon-api-gateway-http-apis/,
AWS,cross_cutting:serverless_edge_middleware,"Confirm the ALB authenticate-oidc/authenticate-cognito header-spoofing footgun: target must verify JWT signature against the regional public key AND confirm the signer equals the expected ALB ARN, and targets must be network-isolated.","ALB OIDC/Cognito passes claims in x-amzn-oidc-data JWT; AWS best-practices guidance says the target must verify the JWT signature against the regional public key AND confirm signer == expected ALB ARN, else attackers can fabricate x-amzn-oidc-* headers; and targets must be network-isolated or clients reach the backend directly and bypass ALB auth.",confirmed,"Accurate, and now reinforced by the 2024 'ALBeast' disclosures (CVE-2024-8901 / AWS-2024-011 et al.): AWS updated guidance to require validating the JWT signature and confirming the 'signer' header equals the expected ALB ARN, plus network-isolating targets (no public IPs; SG accepts ALB-only). The draft's 'partial' rating is reasonable; the underlying claims are correct.",https://aws.amazon.com/blogs/networking-and-content-delivery/security-best-practices-when-using-alb-authentication/,
AWS,cross_cutting:serverless_edge_middleware,Verify CloudFront Functions cannot reach KMS/Secrets Manager and that Lambda@Edge viewer-request timeout is 5s with full runtime/secret access.,CloudFront Functions are sub-ms/JS-restricted and CANNOT reach KMS or Secrets Manager; Lambda@Edge viewer-request allows up to 5s and has full runtime and secret access for JWT crypto validation.,confirmed,Accurate. CloudFront Functions cannot call other AWS services (no KMS/Secrets Manager); Lambda@Edge viewer-request functions have a 5-second max timeout (128 MB memory) and can assume an execution role to reach Secrets Manager/KMS.,https://docs.aws.amazon.com/AmazonCloudFront/latest/DeveloperGuide/lambda-at-edge-function-restrictions.html,
AWS,cross_cutting:serverless_edge_middleware,Confirm AWS WAF's documented fail-open on CloudFront vs fail-closed on Regional services on internal error.,"On a WAF internal error, 'CloudFront typically allows the request, while Regional services typically deny the request' (CloudFront fails open; regional fails closed). A Web ACL protects nothing until explicitly associated; no account-wide default WAF.",confirmed,"Accurate. Current AWS WAF docs state that when WAF can't evaluate a request due to an internal error, CloudFront typically allows/serves the request while Regional services typically deny it. Web ACLs must be explicitly associated per resource; there is no account-wide default.",https://docs.aws.amazon.com/waf/latest/developerguide/web-acl.html,
AWS,cross_cutting:serverless_edge_middleware,Verify the AWS WAF rate-based-rule minimum-limit-of-10 change date (draft says 'Since May 2025') and the selectable 60/120/300/600s evaluation window with 300s default (draft says Mar 2024).,Since May 2025 the WAF rate-based minimum limit is 10 requests (was 100); since Mar 2024 the evaluation window is selectable 60/120/300/600s (default 300s).,refuted,"The minimum-limit-of-10 feature is real and current, but the DATE is wrong. AWS announced lowering the minimum rate limit from 100 to 10 on August 30, 2024 — not May 2025. (Some third-party blogs mislabel it 'May 2025'; the authoritative AWS What's New page is dated Aug 30, 2024.) Correct the draft to: 'Since August 2024 the minimum limit is 10 requests (was 100).' The selectable evaluation-window claim (60/120/300/600s, default 300s, announced March 2024) is confirmed correct.",https://aws.amazon.com/about-aws/whats-new/2024/08/aws-waf-rate-based-rules-lower-rate-limits/,true
AWS,cross_cutting:serverless_edge_middleware,Confirm WAF rate-based-rule caveats: not for precise rate limiting; possible multi-minute detection lag; changing rate settings resets counters and can pause limiting up to a minute.,"Docs state the mechanism 'is not intended for precise request-rate limiting,' that it estimates rate with a recency-weighted algorithm, that 'it's possible for requests to be coming in at too high a rate for up to several minutes before AWS WAF detects and rate limits them,' and that changing rate settings resets counters and can pause limiting for up to a minute.",confirmed,"Accurate; all three caveats (not precise / recency-weighted estimate, up-to-several-minutes detection lag, and 'change... resets the rule's rate limiting counts... can pause... for up to a minute') appear in current docs verbatim.",https://docs.aws.amazon.com/waf/latest/developerguide/waf-rule-statement-type-rate-based-caveats.html,
AWS,cross_cutting:serverless_edge_middleware,"Verify Shield Standard is default-on and free for all customers (edge/L3-L4), and Shield Advanced is opt-in paid at $3,000/month with a 1-year commitment plus data-transfer fees.","Shield Standard is default-on and free for all AWS customers (L3/L4 at CloudFront/Route 53/Global Accelerator/ELB, no enablement). Shield Advanced is opt-in paid: $3,000/month, 1-year commitment, plus data-transfer fees, adding L7, DRT, cost protection, tighter WAF integration.",confirmed,"Accurate. Shield Standard is automatic and free for all customers. Shield Advanced is $3,000/month per organization with a 1-year subscription commitment plus usage (data-transfer-out) fees, and adds L7 detection/mitigation, the DDoS Response Team, cost-protection credits, and included WAF for protected resources.",https://aws.amazon.com/shield/pricing/,
AWS,cross_cutting:serverless_edge_middleware,"Confirm the API Gateway REST API 10 MB payload limit is hard/non-raisable, and that body validation requires attaching a validator (defining a model alone does not enforce) with silent-skip when no matching content type is found.","There is a hard, non-raisable 10 MB REST-API payload limit; body validation is opt-in (defining a model does NOT enforce it; you must attach a validator to the method) and 'if no matching content type is found, request validation is not performed' (silent skip).",confirmed,"Accurate. The 10 MB REST-API payload quota cannot be increased. Validation requires creating a request validator and assigning it to the method; current docs state 'If no matching content type is found, request validation is not performed' (the documented silent-skip), with $default available to apply one model regardless of content type.",https://docs.aws.amazon.com/apigateway/latest/developerguide/api-gateway-method-request-validation.html,
AWS,cross_cutting:source_control,Is AWS CodeCommit still closed to new customers (the draft's central [absent] finding)?,"AWS CodeCommit is closed to new customers; onboarding ceased ~July 25, 2024; only accounts with a pre-existing repository can create new repositories; AWS commits to no new features. A fresh org cannot use a first-party IAM-native Git host and must use external SCM via CodeConnections or self-host.",outdated,"REVERSED. AWS CodeCommit returned to FULL General Availability on November 24, 2025. New customer sign-ups are open again: 'New customer sign-ups are open as of today... you can do so right now through the AWS Console, CLI, or APIs.' AWS also reversed its no-new-features stance and is now investing in the service, including Git LFS support (announced for Q1 2026) and regional expansion to eu-south-2 and ca-west-1 (starting Q3 2026). The 2024 closure was real (onboarding ceased ~July 25, 2024, existing customers retained) but is no longer the current state. The draft's downstream conclusion ('a multi-team org standing up fresh accounts... cannot use a first-party, IAM-native Git host and must integrate an external SCM') is now FALSE: new accounts can create CodeCommit repositories directly again. This is the single most significant correction for this signal.",https://aws.amazon.com/blogs/devops/aws-codecommit-returns-to-general-availability/,true
AWS,cross_cutting:source_control,"Is Security Hub control CodeBuild.1 actually Critical severity, and is it scoped to Bitbucket or all source providers?","Security Hub control CodeBuild.1 flags source repository URLs that embed a PAT or username/password as Critical, steering users off PATs and onto the connection model (draft frames it broadly across providers).",confirmed,"Severity is confirmed Critical. One precision: the current control title and description are scoped specifically to Bitbucket source repository URLs ('[CodeBuild.1] CodeBuild Bitbucket source repository URLs should not contain sensitive credentials'). The draft's later [partial] CodeBuild finding correctly notes the Bitbucket scope, but the lead [present] finding generalizes it to all 'source repository URLs.' Mechanism (steers off PATs toward OAuth/connections) is accurate.",https://docs.aws.amazon.com/securityhub/latest/userguide/codebuild-controls.html,
AWS,cross_cutting:source_control,Is Security Hub control CodeBuild.2 (plaintext AWS_ACCESS_KEY_ID/AWS_SECRET_ACCESS_KEY env vars) Critical severity?,CodeBuild.2 fails if a project defines plaintext AWS_ACCESS_KEY_ID/AWS_SECRET_ACCESS_KEY env vars (Critical-severity).,confirmed,Confirmed. Current docs list CodeBuild.2 severity as Critical; it checks for clear-text AWS_ACCESS_KEY_ID and AWS_SECRET_ACCESS_KEY environment variables.,https://docs.aws.amazon.com/securityhub/latest/userguide/codebuild-controls.html,
AWS,cross_cutting:source_control,"Are CodeBuild.4 (logging config) and CodeBuild.3 (S3 logs encrypted) severities as implied, and do they exist?",CodeBuild.4 requires at least one log destination (CloudWatch/S3) and CodeBuild.3 wants those S3 logs encrypted.,confirmed,"Both controls exist with the described checks. Note severities for context: CodeBuild.4 is Medium and CodeBuild.3 is Low (the draft did not assert their severity, so no factual error, but these are not Critical). The draft's claim that these detective controls are opt-in (require Security Hub + the standard enabled) is accurate.",https://docs.aws.amazon.com/securityhub/latest/userguide/codebuild-controls.html,
AWS,cross_cutting:source_control,"Does the draft's privileged-mode claim rely on a still-active Security Hub control, and is privileged mode off by default?","Privileged mode is OFF by default ('By default, Docker containers do not allow access to any devices'); when enabled it is effectively root-on-the-build-host.",confirmed,"The default-off behavior and the quoted text are confirmed in current docs. Caveat for the broader assessment: the Security Hub control that enforced this (CodeBuild.5, 'CodeBuild project environments should not have privileged mode enabled') was RETIRED in April 2024. So while privileged mode is still off by default, there is no longer a Security Hub control flagging projects that enable it. The draft's privileged-mode finding does not cite CodeBuild.5, so it is not directly wrong, but any reliance on a detective control for privileged mode would be stale.",https://docs.aws.amazon.com/securityhub/latest/userguide/codebuild-controls.html,
AWS,cross_cutting:source_control,"Does CloudTrail log CodeConnections only as management events, with no data event for token-vend (GetConnectionToken) or git fetch?",CodeConnections CloudTrail examples are all eventCategory Management (managementEvent: true); doc surfaces no data-event for GetConnectionToken nor any record of which repository content was cloned/fetched. UseConnection is among the logged calls.,confirmed,"Confirmed with one nuance. The CloudTrail logging doc's worked examples are CreateConnection, DeleteConnection, GetConnection, and CreateHost, all with managementEvent: true / eventCategory Management. There is NO GetConnectionToken or UseConnection example in the doc, and no data-event logging for credential vending or git clone/fetch of repo content (those git operations hit GitHub, not an AWS API). The core finding holds. Minor: the draft lists 'UseConnection, etc.' among logged calls; UseConnection is not shown as an example in the CloudTrail doc (it is an IAM action / appears in EventBridge and IAM contexts), so that specific item is unverified by the cited doc.",https://docs.aws.amazon.com/dtconsole/latest/userguide/logging-using-cloudtrail-connections.html,
AWS,cross_cutting:source_control,"Does the AWS Connector for GitHub App request broad read/write permissions, with one-install-per-org and cross-account sharing?","The AWS Connector for GitHub requests broad read AND write (code, commit statuses, pull requests, repo administration, repo/org webhooks). GitHub permits only ONE installation per org; every CodeConnection targeting that org shares the one install and its permission set; no AWS-side facility to scope a connection to a repo subset or read-only; a connection can be shared across AWS accounts.",confirmed,"Confirmed. The app requests read+write to administration, code, commit statuses, pull requests, and repository hooks, plus read+write to organization hooks (and org self-hosted runners). GitHub enforces one app installation per organization, so all CodeConnections to that org share the single installation and its full permission set. Cross-account sharing via AWS RAM is supported, widening blast radius. The only scoping lever is the GitHub-side repository allowlist at install time (and GitLab/Bitbucket lack even that); there is no AWS-side per-connection repo-subset or read-only scoping.",https://thomaspreece.com/2025/12/04/part-1-overview-of-aws-codeconnections-escalating-privileges-via-aws-codeconnections/,
AWS,cross_cutting:source_control,Does the CodePipeline console doc state that unselected repos under Repository Access are not accessible/visible?,The CodePipeline console explicitly states 'you can select specific repositories under Repository Access. Any repositories that are not selected will not be accessible or visible by CodePipeline.',confirmed,"Confirmed verbatim. Current CodePipeline GitHub connections doc states: 'In these steps, you can select specific repositories under Repository Access. Any repositories that are not selected will not be accessible or visible by CodePipeline.'",https://docs.aws.amazon.com/codepipeline/latest/userguide/connections-github.html,
AWS,cross_cutting:source_control,Does the AWS Security blog on GitHub Actions OIDC scope the sub claim but omit any warning about wildcard/omitted-sub (confused deputy)?,AWS's Security blog shows only a correctly-scoped single sub example (e.g. repo:org/repo:ref:refs/heads/branch) and does NOT warn against the wildcard/omitted-sub failure mode; GitHub later added immutable claims like repository_id.,confirmed,"Confirmed. The AWS Security blog 'Use IAM roles to connect GitHub Actions to actions in AWS' shows a correctly-scoped sub condition (repo:<org/EXAMPLEREPO>:ref:refs/heads/<ExampleBranch>) but does NOT warn against wildcard subs (repo:org/*) or an omitted sub condition, and does not mention the confused-deputy risk. The caution lives in third-party writeups and GitHub's docs. GitHub did add immutable condition keys including repository_id (numeric, survives renames) recommended for production trust policies.",https://aws.amazon.com/blogs/security/use-iam-roles-to-connect-github-actions-to-actions-in-aws/,
AWS,cross_cutting:source_control,Are CodeBuild on-demand fleets ephemeral (destroyed after build) while reserved-capacity fleets persist hosts?,"CodeBuild on-demand fleets provision compute per build and DESTROY the machine when the build finishes (ephemeral, no reuse by default); reserved-capacity fleets (opt-in) deliberately persist hosts to cut latency.",confirmed,"Confirmed. Current docs: with on-demand fleets, CodeBuild provides compute and the machines are destroyed when the build finishes. Reserved-capacity fleets maintain a set of dedicated, persistent EC2-backed instances that remain available (and incur cost) to cut startup latency. The isolation-vs-speed tradeoff framing is accurate.",https://docs.aws.amazon.com/codebuild/latest/userguide/fleets.html,
AWS,cross_cutting:organizational_substrate,"Default cap is 10 accounts per org, adjustable via Service Quotas up to 50,000.","AWS Organizations default account quota is 10, raisable to 50,000.",confirmed,"Confirmed. Quota table: 'Maximum number of accounts | 10 ... Limit increases can be granted up to 50,000 accounts based on customer qualifications.' Only the management account can submit the increase. (Note: newly created accounts/orgs may start below 10.)",https://docs.aws.amazon.com/organizations/latest/userguide/orgs_reference_limits.html,
AWS,cross_cutting:organizational_substrate,"OUs: max 2000 OUs, nestable up to 5 levels deep under a root.",Max 2000 OUs per org; OUs nestable up to 5 levels deep under a root.,confirmed,Confirmed. 'Number of OUs in an organization: 2000' and 'OU maximum nesting in a root: Five levels of OUs deep under a root.',https://docs.aws.amazon.com/organizations/latest/userguide/orgs_reference_limits.html,
AWS,cross_cutting:organizational_substrate,Created accounts must exist 4 days before removal; only 5 accounts can be created concurrently.,Min 4-day age before removal of a created account; max 5 member accounts created concurrently.,confirmed,"Confirmed. 'Minimum age for removal of created accounts: 4' days, and 'Number of member accounts you can create concurrently: 5.'",https://docs.aws.amazon.com/organizations/latest/userguide/orgs_reference_limits.html,
AWS,cross_cutting:organizational_substrate,SCP default FullAWSAccess on every root/OU/account; removing it blocks all actions.,Every entity gets a default FullAWSAccess SCP; remove it and all member-account actions fail.,confirmed,Confirmed. 'You should not remove the FullAWSAccess policy unless you modify or replace it ... otherwise all AWS actions from member accounts will fail.' SCP minimum-per-entity is 1 (you can't remove the last SCP when SCPs are enabled).,https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_policies_scps.html,
AWS,cross_cutting:organizational_substrate,"SCP exemptions: management account, service-linked roles, and root-user tasks (Enterprise Support signup, CloudFront trusted signer, Lightsail/EC2 reverse DNS).","SCPs do not affect management-account principals, service-linked roles, and specified root-user tasks.",confirmed,"Confirmed verbatim in 'Tasks and entities not restricted by SCPs': management-account actions, service-linked-role actions, Enterprise support signup as root, CloudFront trusted signer for private content, and reverse DNS for Lightsail email server / EC2 instance as root (plus Alexa Top Sites, Alexa Web Information Service, Mechanical Turk, Product Marketing API).",https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_policies_scps.html,
AWS,cross_cutting:organizational_substrate,SCPs don't affect resource-based policies directly and don't affect users/roles from accounts outside the org (external-principal blind spot).,SCPs only constrain in-org principals; they don't affect resource-based policies directly or external-account principals.,confirmed,Confirmed verbatim: 'SCPs don't affect resource-based policies directly. They also don't affect users or roles from accounts outside the organization' — illustrated with the cross-account S3 bucket-policy example the draft uses.,https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_policies_scps.html,
AWS,cross_cutting:organizational_substrate,"RCPs launched/GA Nov 13, 2024 as the resource-side complement to SCPs.","RCPs reached GA on Nov 13, 2024.",confirmed,"Confirmed. What's New announcement dated Nov 13, 2024. At launch RCPs covered only 5 services (S3, STS, KMS, SQS, Secrets Manager); the list has since expanded.",https://aws.amazon.com/about-aws/whats-new/2024/11/resource-control-policies-restrict-access-aws-resources/,
AWS,cross_cutting:organizational_substrate,"RCPs apply to a subset of ~24 services -- notably S3, STS, KMS, SQS, Secrets Manager, plus DynamoDB, ECR, CloudWatch Logs, Cognito, etc.","RCPs currently cover ~24 services including DynamoDB, ECR, CloudWatch Logs, Cognito.",confirmed,"Confirmed as current (June 2026): the RCP-supported-services list now contains exactly 24 services, including all four named (Cognito, CloudWatch Logs, DynamoDB, ECR) plus the original five and others (AppConfig, AppStream, EC2 Auto Scaling, CodeBuild, CodeCommit, Comprehend, Comprehend Medical, DAX, Health, Kinesis Video Streams, OpenSearch Serverless, Support, Textract, Transcribe, Translate). Note this grew from 5 at launch, so '~24' is accurate today but is the kind of count that will keep moving.",https://docs.aws.amazon.com/organizations/latest/userguide/orgs_manage_policies_rcps.html,
